num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate
1379,Грицак Олег Васильович,vulyk_2_50,Прокуратура,м. Київ,109085.0,172764.0,0.0,0.0,заступник прокурора Святошинського району м. Києва,95.0,134.0,0.0,0.0,109085.0,23764.0,Land Rover Discovery,Mercedes-Benz CLK 240,8548.0,41012.0,49560.0,281849.0,214.0,41.0,1239000.0,1.24,9090.0,1980.0,11070.0,0.0,229.0
1404,Гройсман Володимир Борисович,chesno_2265,Кабінет міністрів,Загальнодержавний регіон,1571471.0,1447835.0,0.0,210000.0,"віце-прем’єр-міністр, міністр регіонального розвитку, будівництва та житлово-комунального господарства",0.0,0.0,995.0,0.0,156731.0,6633.0,"Land Rover Range Rover 4367 куб.см, 230 кВт, 499,9 см","Volkswagen Touareg 4134 куб.см, 175 кВт, 479,5 см",38926.0,46050.0,84976.0,3019306.0,973.0,46.0,2124400.0,2.12,13061.0,553.0,13614.0,210000.0,995.0
1416,Грушицький Андрій Ігорович,vulyk_59_174,Загальний апеляційний суд,Волинська область,253746.0,656531.0,0.0,0.0,суддя апеляційного суду Волинської області,0.0,185.0,0.0,41.0,243215.0,61886.0,,Toyota Rav 4;BMW 530 D,53889.0,0.0,53889.0,910277.0,1347.0,0.0,1347225.0,1.35,20268.0,5157.0,25425.0,0.0,226.0
1417,Грушицький Андрій Андрійович,vulyk_43_176,Загальний апеляційний суд,Херсонська область,256512.0,311459.48,0.0,0.0,суддя апеляційного суду Херсонської області,42.0,0.0,0.0,0.0,256512.0,257388.0,Toyota,,0.0,57108.0,57108.0,567971.48,0.0,57.0,1427700.0,1.43,21376.0,21449.0,42825.0,0.0,42.0
1429,Гудзенко Віталій Іванович,chesno_2425,Верховна рада України,Загальнодержавний регіон,6516747.0,37704.0,0.0,0.0,Депутат 8-го скликання,0.0,153.0,98.0,294.0,55324.0,37704.0,"УАЗ 31512 2445 куб.см, 78 к.с., 54,7 кВт, 425 см;Mercedes-Benz S550 5461 куб.см, 388 к.с., 285 кВт, 5075 см","BMW X6 (E71) xDrive35i AT 2979 куб.см, 306 к.с., 225 кВт, 4877 см",56317.0,36003.0,92320.0,6554451.0,1408.0,36.0,2308000.0,2.31,4610.0,3142.0,7752.0,0.0,545.0
1483,Гуцал Лілія ВіктоРівна,vulyk_55_29,Загальний апеляційний суд,Харківська область,320057.65,292710.38,0.0,0.0,суддя апеляційного суду Харківської області,264.0,266.0,0.0,218.0,248517.6,223828.88,Mercedes-Benz A-Class;,Hyundai Santa FE,22801.0,33000.0,55801.0,612768.03,570.0,33.0,1395025.0,1.4,20710.0,18652.0,39362.0,0.0,748.0
1489,Гушилик Світлана Миколаївна,vulyk_51_101,Господарський місцевий суд,Чернівецька область,211811.5,1047629.78,0.0,0.0,суддя,0.0,0.0,50.0,0.0,199631.5,50017.57,Renault Sandero,Ford Escort;ВАЗ 21150;SsangYong Rexton;Nissan Note;Nissan X-Trail,57948.0,9138.0,67086.0,1259441.28,1449.0,9.0,1677150.0,1.68,16636.0,4168.0,20804.0,0.0,50.0
1498,Давиденко Едуард Володимирович,vulyk_26_12,Загальний апеляційний суд,Полтавська область,259331.0,209074.0,0.0,0.0,суддя апеляційного суду Полтавської області,66.0,66.0,0.0,0.0,258184.0,176965.0,,Toyota Land Cruiser 120,40549.0,0.0,40549.0,468405.0,1014.0,0.0,1013725.0,1.01,21515.0,14747.0,36262.0,0.0,132.0
1504,Данилевський Юрій Миколайович,vulyk_25_30,Центральна виборча комісія,Загальнодержавний регіон,529932.0,211623.0,0.0,0.0,член Центральної Виборчої Комісії,165.0,81.0,0.0,0.0,223237.0,0.0,Lexus RX-450h,Volkswagen Tiguan,32804.0,41017.0,73821.0,741555.0,820.0,41.0,1845525.0,1.85,18603.0,0.0,18603.0,0.0,246.0
1508,Данилова МаЛьвіна ВолодимиРівна,vulyk_8_50,Вищий господарський суд,Загальнодержавний регіон,273907.0,744395.0,0.0,0.0,суддя Вищого господарського суду України,605.0,226.0,0.0,116.0,273674.0,2695.0,Mercedes-Benz E-250;Mercedes-Benz C200;,Mercedes-Benz S 550;Subaru Impreza;,45831.0,0.0,45831.0,1018302.0,1146.0,0.0,1145775.0,1.15,22806.0,225.0,23031.0,0.0,947.0
1511,Данильченко Юрій Броніславович,vulyk_16_119,Прокуратура,Харківська область,360733.0,0.0,0.0,0.0,прокурор Харківської області,224.0,0.0,0.0,0.0,156077.0,0.0,Audi A8,;,0.0,51302.0,51302.0,360733.0,0.0,51.0,1282550.0,1.28,13006.0,0.0,13006.0,0.0,224.0
1528,Данілін Сергій Вікторович,vulyk_14_96,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Одеська область,132455.22,911769.88,0.0,0.0,перший заступник. начальника головного управління ДФС в Одеській області,0.0,0.0,0.0,0.0,120671.5,41682.88,,Mercedes-Benz ML 350,48666.0,0.0,48666.0,1044225.1,1217.0,0.0,1216650.0,1.22,10056.0,3474.0,13530.0,0.0,0.0
1529,Даніліна Ірина ВіктоРівна,vulyk_34_100,Міністерство внутрішніх справ,Харківська область,94769.93,17053.61,0.0,0.0,начальник приймальника-розподільника для дітей ГУМВС України в Харківській області,45.0,33.0,0.0,0.0,82455.86,17053.61,Lexus GX,Toyota Avensis,20174.0,29441.0,49615.0,111823.54,504.0,29.0,1240375.0,1.24,6871.0,1421.0,8292.0,0.0,78.0
1550,Дейдей Євген Сергійович,chesno_2495,Верховна рада України,Загальнодержавний регіон,46719.0,0.0,0.0,0.0,Депутат 8-го скликання,0.0,79.0,0.0,0.0,46719.0,0.0,"Toyota Corolla 1,3 л","Toyota Land Cruiser 200 4,5 л;Porsche Cayenne 4,8 л;Subaru  3,1 л",147158.0,4863.0,152021.0,46719.0,3679.0,5.0,3800525.0,3.8,3893.0,0.0,3893.0,0.0,79.0
1561,Дем'яносов Микола Власович,vulyk_8_126,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,309974.0,13000.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,204.0,53.0,86.0,0.0,269100.0,0.0,Mercedes-Benz CL 350,Volkswagen Cross Touran,14242.0,39348.0,53590.0,322974.0,356.0,39.0,1339750.0,1.34,22425.0,0.0,22425.0,0.0,343.0
1563,Демартино Андрій Павлович,vulyk_59_195,Генеральна прокуратура,Загальнодержавний регіон,143193.84,0.0,0.0,0.0,начальник управління зв'язків із громадскістю та засобами масової інформації генеральної прокуратури України,84.0,187.0,0.0,0.0,143193.84,0.0,Lexus RX 350,,0.0,41017.0,41017.0,143193.84,0.0,41.0,1025425.0,1.03,11933.0,0.0,11933.0,0.0,271.0
1564,Дембовський Сергій Георгійович,vulyk_8_168,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,378414.53,0.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,84.0,44.0,0.0,69.0,315494.53,0.0,,Nissan;Lexus RX;,53397.0,0.0,53397.0,378414.53,1335.0,0.0,1334925.0,1.33,26291.0,0.0,26291.0,0.0,197.0
1582,Демчишин Володимир Васильович,vulyk_1_1865,Міністерство енергетики та вугільної промисловості,Загальнодержавний регіон,773411.56,96500.0,0.0,0.0,міністр енергетики та вугільної промисловості,0.0,46.0,390.0,0.0,759212.28,0.0,Audi A6,Mitsubishi Outlander X{,11934.0,33337.0,45271.0,869911.56,298.0,33.0,1131775.0,1.13,63268.0,0.0,63268.0,0.0,436.0
1606,Дерев’янко Юрій Богданович,chesno_2422,Верховна рада України,Загальнодержавний регіон,183995.0,28266.0,0.0,0.0,Депутат 8-го скликання,361.0,57.0,638.0,0.0,173178.0,28266.0,Toyota Land Cruiser 200 4461;Mercedes-Benz S500 4Matic 5461;Land Rover Range Rover 4999,Land Rover Range Rover 4197;Lexus RX 300 2995;Lexus RX 450H 3456,84874.0,128688.0,213562.0,212261.0,2122.0,129.0,5339050.0,5.34,14432.0,2356.0,16788.0,0.0,1056.0
1617,Джепа Юлія АртуРівна,vulyk_37_7,Господарський місцевий суд,Сумська область,357071.0,19477.0,0.0,0.0,суддя господарського суду Сумської області,110.0,63.0,0.0,0.0,203800.0,15330.0,Honda Accord,Ford Mondeo,14760.0,25469.0,40229.0,376548.0,369.0,25.0,1005725.0,1.01,16983.0,1278.0,18261.0,0.0,173.0
1667,Добрянський Ярослав Вікторович,vulyk_4_144,Київська обласна Рада,Київська область,1052285.35,150000.0,0.0,0.0,перший заступник голови Київської обласної ради,92.0,39.0,0.0,499.0,152285.35,0.0,Smart Fortwo;Mercedes-Benz G 500;,BMW X6,68475.0,37908.0,106383.0,1202285.35,1712.0,38.0,2659575.0,2.66,12690.0,0.0,12690.0,0.0,630.0
1668,Довбня Андрій Анатолійович,vulyk_60_59,Міністерство внутрішніх справ,Запорізька область,81168.0,28752.0,0.0,0.0,начальник михайлівського РВ ГУМВС України в Запорізький області,0.0,0.0,62.0,0.0,74921.0,27495.0,Volkswagen Touareg;Volkswagen Polo,Volkswagen Polo,9169.0,33395.0,42564.0,109920.0,229.0,33.0,1064100.0,1.06,6243.0,2291.0,8534.0,0.0,62.0
1675,Доголіч Ігор Володимирович,vulyk_33_79,Міністерство внутрішніх справ,Чернівецька область,102008.0,16000.0,0.0,1000.0,начальник управління ДАІ УМВС України в Чернівецькій області,53.0,174.0,0.0,291.0,93958.0,0.0,,Mercedes-Benz GL-550,53478.0,0.0,53478.0,118008.0,1337.0,0.0,1336950.0,1.34,7830.0,0.0,7830.0,1000.0,518.0
1679,Долженко Олександр Миколайович,vulyk_36_11,Міністерство внутрішніх справ,Харківська область,100623.0,178264.0,0.0,0.0,начальник Куп'янського МВ ГУМВС України в Харківській області,0.0,78.0,130.0,130.0,100623.0,178264.0,Mitsubishi Pajero Wagon;,Mitsubishi Pajero Wagon;Nissan Juke,50863.0,32195.0,83058.0,278887.0,1272.0,32.0,2076450.0,2.08,8385.0,14855.0,23240.0,0.0,338.0
1719,Дроботова Тетяна Борисівна,vulyk_8_53,Вищий господарський суд,Загальнодержавний регіон,275692.0,247828.0,0.0,0.0,суддя Вищого господарського суду України,0.0,153.0,0.0,0.0,275392.0,0.0,,Mercedes-Benz ML 350,66978.0,0.0,66978.0,523520.0,1674.0,0.0,1674450.0,1.67,22949.0,0.0,22949.0,0.0,153.0
1720,Дрогомирецький Віктор Іванович,vulyk_3_1,Прокуратура,м. Київ,93679.0,15046.0,0.0,0.0,старший прокурор прокуратури Дніпровського району м. Києва,26.0,83.0,0.0,0.0,93599.0,11250.0,Toyota Corolla;,Mercedes Benz E220 CDI,61461.0,14506.0,75967.0,108725.0,1537.0,15.0,1899175.0,1.9,7800.0,938.0,8738.0,0.0,109.0
1733,Дубина Лариса Анатоліївна,vulyk_17_83,Загальний місцевий суд,Запорізька область,225498.0,20620.0,0.0,0.0,заступник голови Ленінського районного суду м. Запоріжжя,81.0,18.0,0.0,0.0,225497.0,0.0,Kia Sorento,Kia Sorento,25670.0,25670.0,51340.0,246118.0,642.0,26.0,1283500.0,1.28,18791.0,0.0,18791.0,0.0,99.0
1735,Дубневич Богдан Васильович,chesno_2426,Верховна рада України,Загальнодержавний регіон,5835342.0,849334.0,0.0,1528900.0,Депутат 8-го скликання,1126.0,2506.0,2865.0,442.0,129356.0,0.0,"ГАЗ 21 ""Волга"" 2445 куб.см;Toyota Land Cruiser 200 4461 куб.см;ГАЗ 21 ""Волга"" 2100 куб.см;ГАЗ 21 ""Волга"" 2100 куб.см",Audi Q7 3.0 TDI 3000 куб.см.,27584.0,89224.0,116808.0,6684676.0,690.0,89.0,2920200.0,2.92,10780.0,0.0,10780.0,1528900.0,6939.0
1760,Дума Віталій Романович,vulyk_28_86,Міністерство внутрішніх справ,Рівненська область,76316.0,179507.0,0.0,0.0,начальник управління державної служби боротьби з економічною злочинністю УМВС України в Рівненській області,0.0,81.0,96.0,0.0,67348.0,26903.0,Mazda 626;BMW 530,Mazda 626;BMW 530;Volkswagen Tiguan;,37114.0,16247.0,53361.0,255823.0,928.0,16.0,1334025.0,1.33,5612.0,2242.0,7854.0,0.0,177.0
1776,Дюкарєва Світлана Володимирівна,vulyk_56_122,Апеляційний адміністративний суд,Харківська область,249616.0,1570.0,0.0,0.0,суддя Харківського апеляційного адміністративного суду,32.0,0.0,0.0,0.0,236218.0,0.0,Kia Mohave;Porsche Cayenne;,,0.0,55354.0,55354.0,251186.0,0.0,55.0,1383850.0,1.38,19685.0,0.0,19685.0,0.0,32.0
1778,Дядічко Ігор Анатолійович,vulyk_4_53,Дніпропетровська міська Рада,Дніпропетровська область,991245.0,878325.0,0.0,0.0,"в. о. заступника міського голови, директор департаменту комунального господарства та капітального будівництва Дніпропетровської міської ради",45.0,18.0,0.0,300.0,19378.0,878325.0,Toyota Land Cruiser 200;Mitsubishi Lancer;ВАЗ 2106,Toyota Camry;Toyota Camry;,47121.0,86571.0,133692.0,1869570.0,1178.0,87.0,3342300.0,3.34,1615.0,73194.0,74809.0,0.0,363.0
1788,Діденко Ігор Миколайович,vulyk_4_1_3,Міністерство енергетики та вугільної промисловості,Загальнодержавний регіон,235628.53,405828.04,0.0,0.0,заступник Міністра енергетики та вугільної промисловості України,0.0,233.0,0.0,901.0,235628.53,405828.04,Bentley Continental R;,Range Rover Sport;Mercedes G500;Mercedes S55;Mercedes S63;Porsche 911,195526.0,0.0,195526.0,641456.57,4888.0,0.0,4888150.0,4.89,19636.0,33819.0,53455.0,0.0,1134.0
1793,Дідик Андрій Миколайович,vulyk_18_165,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Львівська область,372967.0,800600.0,0.0,141530.0,перший заступник начальника головного управління державної фіскальної служби у Львівській області,230.0,340.0,0.0,0.0,35099.0,5400.0,Infiniti QX 56;Volkswagen Crafter;,Volkswagen Eos;Audi A6;,65886.0,30293.0,96179.0,1173567.0,1647.0,30.0,2404475.0,2.4,2925.0,450.0,3375.0,141530.0,570.0
1804,Етнарович Віталій Володимирович,vulyk_14_62,Прокуратура,Одеська область,179774.0,2061779.0,0.0,0.0,перший заступник прокурора Одеської області,184.0,96.0,0.0,0.0,179774.0,22800.0,,Hyundai Getz;Lexus RX 350;Audi Q5;Audi Q7,130353.0,0.0,130353.0,2241553.0,3259.0,0.0,3258825.0,3.26,14981.0,1900.0,16881.0,0.0,280.0
1816,Жельне Сергій Чеславович,vulyk_59_65,Господарський місцевий суд,Харківська область,270841.0,329.0,0.0,0.0,суддя господарського суду Харківської області,85.0,0.0,106.0,106.0,231778.0,329.0,Toyota Avensis;Daewoo Sens;,Toyota Land Cruiser 120;Toyota Avensis,59318.0,22105.0,81423.0,271170.0,1483.0,22.0,2035575.0,2.04,19315.0,27.0,19342.0,0.0,297.0
1824,Животовський Олександр Миколайович,vulyk_4_2_13,"Національна комісія, що здійснює державне регулювання у сфері зв’язку та інформатизації",Загальнодержавний регіон,577590.0,14073.0,0.0,0.0,"голова національної комісії, що здійснює державне регулювання у сфері зв’язку та інформатизації",84.0,84.0,0.0,0.0,489494.0,0.0,Toyota Land Cruiser Prado,Toyota Rav 4,27401.0,25638.0,53039.0,591663.0,685.0,26.0,1325975.0,1.33,40791.0,0.0,40791.0,0.0,168.0
1830,Жизневська Анжела Владиславівна,vulyk_58_47,Апеляційний адміністративний суд,Житомирська область,291633.0,553678.0,0.0,0.0,суддя Житомирського апеляційного адміністративного суду,114.0,163.0,0.0,458.0,242460.0,251373.0,Toyota Rav 4,Toyota Land Cruiser-150;Nissan Micra;Toyota Camry;,31952.0,27401.0,59353.0,845311.0,799.0,27.0,1483825.0,1.48,20205.0,20948.0,41153.0,0.0,735.0
1831,Жизнєвський Юрій Васильович,vulyk_60_188,Загальний апеляційний суд,Житомирська область,553678.0,291633.0,0.0,0.0,суддя апеляційного суду Житомирської області,163.0,114.0,458.0,0.0,251373.0,242460.0,Toyota Land Cruiser;Nissan Micra;Toyota Camry;,Toyota Rav 4,27401.0,31952.0,59353.0,845311.0,685.0,32.0,1483825.0,1.48,20948.0,20205.0,41153.0,0.0,735.0
1853,Жук Ярослав Віталійович,vulyk_23_30,Міністерство внутрішніх справ,м. Київ,277289.0,59482.0,0.0,0.0,"начальник управління боротьби зі злочинами, пов'язаними з торгівлею людьми ГУМВС України в м. Києві",0.0,0.0,0.0,0.0,55768.0,59482.0,,Volkswagen Touareg,50629.0,0.0,50629.0,336771.0,1266.0,0.0,1265725.0,1.27,4647.0,4957.0,9604.0,0.0,0.0
1854,Жуков Борис Валерійович,vulyk_23_85,Міністерство внутрішніх справ,м. Київ,99189.76,0.0,0.0,0.0,начальник Солом'янського РУ ГУ МВС України в м. Києві,90.0,0.0,0.0,0.0,99189.76,0.0,,Land Rover Range Rover,44261.0,0.0,44261.0,99189.76,1107.0,0.0,1106525.0,1.11,8266.0,0.0,8266.0,0.0,90.0
1858,Жукова Євгенія Олексіївна,vulyk_41_61,Адміністративний місцевий суд,Дніпропетровська область,109425.0,119063.0,0.0,135370.0,суддя Дніпропетровського окружного адміністративного суду,60.0,149.0,0.0,0.0,95715.0,24774.0,Volkswagen Golf,Volkswagen Touareg,44497.0,11902.0,56399.0,228488.0,1112.0,12.0,1409975.0,1.41,7976.0,2064.0,10040.0,135370.0,209.0
1881,Заброцька Оксана ВіктоРівна,vulyk_1_869,Прокуратура,Київська область,73011.0,0.0,0.0,0.0,старший прокурор прокуратури міста Ірпеня,0.0,56.0,276.0,276.0,73011.0,0.0,Daewoo Matiz,Mercedes Benz S350,61324.0,4021.0,65345.0,73011.0,1533.0,4.0,1633625.0,1.63,6084.0,0.0,6084.0,0.0,608.0
1900,Загорій Гліб Володимирович,chesno_2530,Верховна рада України,Загальнодержавний регіон,26588125.0,121520.0,0.0,0.0,Депутат 8-го скликання,0.0,866.0,797.0,417.0,1024726.0,121520.0,Mitsubishi Lancer Evo ;Mitsubishi Lancer 2 ;Volkswagen Multivan ;Audi Q7,Land Rover Range Rover,46050.0,107194.0,153244.0,26709645.0,1151.0,107.0,3831100.0,3.83,85394.0,10127.0,95521.0,0.0,2080.0
1910,Зазулінський Віктор Сергійович,vulyk_26_188,Міністерство внутрішніх справ,Полтавська область,110104.59,1031000.0,0.0,0.0,начальник УДСБЕЗ УМВС України в Полтавській області,0.0,0.0,269.0,0.0,106415.18,35000.0,,BMW 535 Xi,54517.0,0.0,54517.0,1141104.59,1363.0,0.0,1362925.0,1.36,8868.0,2917.0,11785.0,0.0,269.0
1922,Залiско Олег Ігорович,vulyk_14_45,Генеральна прокуратура,Загальнодержавний регіон,205906.0,112272.0,0.0,0.0,перший заступник генерального прокурора України,104.0,0.0,0.0,0.0,203253.0,0.0,Lexus ES 35,Infiniti EX 35,22120.0,19220.0,41340.0,318178.0,553.0,19.0,1033500.0,1.03,16938.0,0.0,16938.0,0.0,104.0
1937,Запорощенко Михайло Дмитрович,vulyk_8_69,Вищий господарський суд,Загальнодержавний регіон,245873.0,395126.0,0.0,162500.0,суддя Вищого господарського суду України,0.0,209.0,0.0,0.0,231257.0,0.0,BMW X3,Volkswagen Touareg,50629.0,26107.0,76736.0,640999.0,1266.0,26.0,1918400.0,1.92,19271.0,0.0,19271.0,162500.0,209.0
1938,Зарева Іван Іванович,vulyk_21_37,Прокуратура,Закарпатська область,451216.0,281610.0,0.0,0.0,прокурор м. Ужгорода Закарпатська області,0.0,0.0,0.0,334.0,151216.0,141610.0,Skoda Rapid,Toyota Rav 4,29995.0,11080.0,41075.0,732826.0,750.0,11.0,1026875.0,1.03,12601.0,11801.0,24402.0,0.0,334.0
1944,Зарютін Павло Вікторович,vulyk_17_108,Загальний місцевий суд,Запорізька область,202528.0,0.0,0.0,0.0,суддя Шевченківського районного суду м. Запоріжжя,0.0,111.0,0.0,0.0,202528.0,0.0,Kia Sorento,Kia Sorento,25670.0,25670.0,51340.0,202528.0,642.0,26.0,1283500.0,1.28,16877.0,0.0,16877.0,0.0,111.0
1948,Заскіна Ілонна Павлівна,vulyk_11_79,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Вінницька область,126796.14,1935840.9,0.0,0.0,заступник начальника ГУ міндоходів у Вінницькій області,0.0,0.0,0.0,259.0,85577.32,35096.18,Nissan Juke,Volkswagen Sharan;Toyota Land Cruiser Prado;Nissan Qashqai;,80451.0,17076.0,97527.0,2062637.04,2011.0,17.0,2438175.0,2.44,7131.0,2925.0,10056.0,0.0,259.0
1953,Заставний Роман Йосипович,chesno_2553,Верховна рада України,Загальнодержавний регіон,132573.0,129877.0,16540.0,1963363.0,Депутат 8-го скликання,0.0,282.0,1055.0,0.0,24040.0,0.0,Land Rover Range Rover 4196 куб.см,Audi Q7 2967 куб.см;Toyota RAV-4 2400 куб.см,79276.0,36005.0,115281.0,262450.0,1982.0,36.0,2882025.0,2.88,2003.0,0.0,2003.0,1979903.0,1337.0
1954,Заставний Юрій Богданович,vulyk_4_2_39,Державна інспекція сільського господарства,Загальнодержавний регіон,101773.0,91449.0,0.0,0.0,перший заступник голови державної інспекції сільського господарства України,66.0,66.0,121.0,121.0,67360.0,91408.0,Toyota Camry;Opel Vivaro;Toyota Auris;Daewoo Matiz;ЗАЗ 110557,Opel Vivaro;Toyota Auris;Toyota Camry;Daewoo Matiz;ЗАЗ 110557,49330.0,49330.0,98660.0,193222.0,1233.0,49.0,2466500.0,2.47,5613.0,7617.0,13230.0,0.0,374.0
1969,Заєць Світлана ВолодимиРівна,vulyk_37_6,Господарський місцевий суд,Сумська область,251920.0,180074.0,0.0,0.0,суддя господарського суду Сумської області,0.0,31.0,0.0,0.0,221270.0,69724.0,Opel Vectra,Hyundai Santa FE,31412.0,37157.0,68569.0,431994.0,785.0,37.0,1714225.0,1.71,18439.0,5810.0,24249.0,0.0,31.0
1976,Званчук Володимир Маркович,vulyk_44_133,Загальний місцевий суд,Херсонська область,378617.0,43195.0,0.0,0.0,суддя Суворівського районного суду м. Херсона,0.0,84.0,0.0,0.0,249285.0,43195.0,Toyota;Audi;,Audi;Volkswagen;,33304.0,22235.0,55539.0,421812.0,833.0,22.0,1388475.0,1.39,20774.0,3600.0,24374.0,0.0,84.0
1977,Звонков Андрій Олександрович,vulyk_13_109,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Дніпропетровська область,87252.0,1484816.0,0.0,5630000.0,заступник начальника головного управління ДФС у Дніпропетровській області,162.0,0.0,0.0,418.0,87152.0,0.0,,Nissan Patrol;Audi A8,145459.0,0.0,145459.0,1572068.0,3636.0,0.0,3636475.0,3.64,7263.0,0.0,7263.0,5630000.0,580.0
1982,Звєрєв Володимир Павлович,vulyk_4_2_86,Державна служба спеціального зв'язку та захисту інформації,Загальнодержавний регіон,180929.91,13953.6,0.0,0.0,голова державної служби спеціального зв'язку та захисту інформації України,0.0,193.0,0.0,446.0,173630.91,0.0,Toyota Fortuner,Toyota Land Cruiser Prado;Toyota Fortuner,51287.0,17535.0,68822.0,194883.51,1282.0,18.0,1720550.0,1.72,14469.0,0.0,14469.0,0.0,639.0
1997,Зеліско Руслан Йосипович,vulyk_17_195,Загальний місцевий суд,Львівська область,235274.0,85598.0,0.0,0.0,заступник голови Жовківського районного суду Львівської області,105.0,0.0,551.0,523.0,233214.0,0.0,Mazda 6,Toyota Camry;Toyota Camry,46201.0,7794.0,53995.0,320872.0,1155.0,8.0,1349875.0,1.35,19434.0,0.0,19434.0,0.0,1179.0
2005,Зовдун Сергій Петрович,vulyk_21_39,Прокуратура,Закарпатська область,210042.0,12242.0,0.0,0.0,Хустський міжрайонний прокурор Закарпатської області,0.0,0.0,0.0,237.0,172553.0,0.0,Mercedes-Benz E220,Skoda Octavia A5,15617.0,31914.0,47531.0,222284.0,390.0,32.0,1188275.0,1.19,14379.0,0.0,14379.0,0.0,237.0
2016,Зубар Валентин Васильович,vulyk_8_172,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,350763.0,145710.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,84.0,0.0,200.0,0.0,302731.0,0.0,SsangYong RX 270 XO;Mercedes-Benz ML 350;,Subaru Impreza,10871.0,85478.0,96349.0,496473.0,272.0,85.0,2408725.0,2.41,25228.0,0.0,25228.0,0.0,284.0
2025,Зубрій Віталій Петрович,vulyk_4_2_37,Державна служба фінансового моніторингу,Загальнодержавний регіон,172474.0,797061.0,0.0,18171.0,заступник голови державної служби фінансового моніторингу України,0.0,189.0,0.0,407.0,172314.0,192761.0,,Lexus RX 300;Volkswagen Touareg,66105.0,0.0,66105.0,969535.0,1653.0,0.0,1652625.0,1.65,14360.0,16063.0,30423.0,18171.0,596.0
2045,Кавилін Олексій Анатолійович,vulyk_17_113,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Запорізька область,1815684.0,0.0,0.0,0.0,начальник ГУ ДФС у Запорізький області,110.0,0.0,0.0,0.0,113544.0,0.0,Range Rover Vogue,,0.0,54398.0,54398.0,1815684.0,0.0,54.0,1359950.0,1.36,9462.0,0.0,9462.0,0.0,110.0
2046,Кавлак Інесса Павлівна,vulyk_42_96,Господарський місцевий суд,Івано-Франківська область,180859.0,1814476.0,0.0,0.0,суддя господарського суду Івано-Франківської області,0.0,126.0,0.0,292.0,180859.0,7500.0,,Audi Q5;Mercedes-Benz GL;,119542.0,0.0,119542.0,1995335.0,2989.0,0.0,2988550.0,2.99,15072.0,625.0,15697.0,0.0,418.0
2049,Кадєтова Олена Веніамінівна,vulyk_8_136,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,258274.49,0.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,147.0,130.0,0.0,80.0,258274.49,0.0,Toyota Rav 4,Mercedes-Benz ML 350,32403.0,11545.0,43948.0,258274.49,810.0,12.0,1098700.0,1.1,21523.0,0.0,21523.0,0.0,357.0
2052,Казарцева Валерія Вадимівна,vulyk_59_69,Господарський місцевий суд,Харківська область,180432.0,0.0,0.0,0.0,суддя господарського суду Харківської області,164.0,0.0,0.0,0.0,180432.0,0.0,Porsche Cayenne;Porsche Panamera;,,0.0,128483.0,128483.0,180432.0,0.0,128.0,3212075.0,3.21,15036.0,0.0,15036.0,0.0,164.0
2062,Калашник Юлія ВіктоРівна,vulyk_57_77,Адміністративний місцевий суд,Запорізька область,187102.0,388261.0,0.0,0.0,суддя Запорізького окружного адміністративного суду,103.0,0.0,0.0,0.0,183874.0,19289.0,Toyota Rav 4,Citroen C1SX;Lexus ES 350,29045.0,16592.0,45637.0,575363.0,726.0,17.0,1140925.0,1.14,15323.0,1607.0,16930.0,0.0,103.0
2070,Калиновська Лоліта Віталіївна,vulyk_15_188,Загальний місцевий суд,Харківська область,186459.0,772495.0,0.0,0.0,суддя Дергачівського районного суду Харківської області,160.0,160.0,174.0,0.0,186459.0,50755.0,Audi A3,Daewoo Lanos;Skoda Yeti;Skoda Fabia;Subaru Forester,50927.0,22632.0,73559.0,958954.0,1273.0,23.0,1838975.0,1.84,15538.0,4230.0,19768.0,0.0,494.0
